"","publisher","page_id","name","urlslug","id","align","eye","hair","sex","gsm","alive","appearances","first_appearance","month","year","date"
"126","Marvel",2238,"Jean-Paul Beaubier (Earth-616)","\/Jean-Paul_Beaubier_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Male Characters","Homosexual Characters","Living Characters",313,"1979, April","April",1979,1979-04-01
"127","Marvel",1706,"Daniel Ketch (Earth-616)","\/Daniel_Ketch_(Earth-616)","Secret Identity",NA,"Green Eyes","Brown Hair","Male Characters",NA,"Living Characters",311,"1990, May","May",1990,1990-05-01
"128","Marvel",1460,"Neena Thurman (Earth-616)","\/Neena_Thurman_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",NA,"Living Characters",310,"1992, March","March",1992,1992-03-01
"129","Marvel",2010,"Wong (Earth-616)","\/Wong_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Bald","Male Characters",NA,"Living Characters",306,"1963, July","July",1963,1963-07-01
"130","Marvel",2456,"Thanos (Earth-616)","\/Thanos_(Earth-616)","No Dual Identity","Bad Characters","Red Eyes","No Hair","Male Characters",NA,"Living Characters",306,"1973, February","February",1973,1973-02-01
"131","Marvel",15282,"Shang-Chi (Earth-616)","\/Shang-Chi_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",296,"1973, December","December",1973,1973-12-01
"132","Marvel",4704,"Alicia Masters (Earth-616)","\/Alicia_Masters_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Strawberry Blond Hair","Female Characters",NA,"Living Characters",293,"1962, November","November",1962,1962-11-01
"133","Marvel",5708,"Robert Baldwin (Earth-616)","\/Robert_Baldwin_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",293,"1988, September","September",1988,1988-09-01
"134","Marvel",1902,"Vance Astrovik (Earth-616)","\/Vance_Astrovik_(Earth-616)","Public Identity","Good Characters","Hazel Eyes","Brown Hair","Male Characters",NA,"Living Characters",290,"1975, July","July",1975,1975-07-01
"135","Marvel",6633,"Wendell Vaughn (Earth-616)","\/Wendell_Vaughn_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",290,"1978, January","January",1978,1978-01-01
"136","Marvel",100716,"Chili Storm (Earth-616)","\/Chili_Storm_(Earth-616)","Public Identity",NA,"Green Eyes","Red Hair","Female Characters","Homosexual Characters","Living Characters",284,"1948, October","October",1948,1948-10-01
"137","Marvel",4565,"Abner Jenkins (Earth-616)","\/Abner_Jenkins_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",284,"1964, August","August",1964,1964-08-01
"138","Marvel",1505,"Elektra Natchios (Earth-616)","\/Elektra_Natchios_(Earth-616)","Secret Identity",NA,"Blue Eyes","Black Hair","Female Characters",NA,"Living Characters",280,"1981, January","January",1981,1981-01-01
"139","Marvel",1256,"Bullseye (Lester) (Earth-616)","\/Bullseye_(Lester)_(Earth-616)","Secret Identity","Bad Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",277,"1976, March","March",1976,1976-03-01
"140","Marvel",119507,"Forge (Earth-616)","\/Forge_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",276,"1984, August","August",1984,1984-08-01
"141","Marvel",9106,"Virginia Potts (Earth-616)","\/Virginia_Potts_(Earth-616)","No Dual Identity","Good Characters","Green Eyes","Red Hair","Female Characters",NA,"Living Characters",274,"1963, September","September",1963,1963-09-01
"142","Marvel",2383,"Walter Langkowski (Earth-616)","\/Walter_Langkowski_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",273,"1979, April","April",1979,1979-04-01
"143","Marvel",1733,"Gorgon (Earth-616)","\/Gorgon_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",272,"1965, November","November",1965,1965-11-01
"144","Marvel",37689,"James Madrox (Earth-616)","\/James_Madrox_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",271,"1975, February","February",1975,1975-02-01
"145","Marvel",1808,"Heimdall (Earth-616)","\/Heimdall_(Earth-616)","Secret Identity","Good Characters","Grey Eyes","Brown Hair","Male Characters",NA,"Living Characters",270,"1962, October","October",1962,1962-10-01
"146","Marvel",2558,"Theresa Cassidy (Earth-616)","\/Theresa_Cassidy_(Earth-616)","Secret Identity","Good Characters","Green Eyes","Red Hair","Female Characters",NA,"Living Characters",267,"1981, April","April",1981,1981-04-01
"147","Marvel",1565,"Laura Kinney (Earth-616)","\/Laura_Kinney_(Earth-616)","Secret Identity","Good Characters","Green Eyes","Black Hair","Female Characters",NA,"Living Characters",265,"2004, February","February",2004,2004-02-01
"148","Marvel",33447,"Arthur Douglas (Earth-616)","\/Arthur_Douglas_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Living Characters",264,"1973, February","February",1973,1973-02-01
"149","Marvel",2511,"Peter Parker (Ben Reilly) (Earth-616)","\/Peter_Parker_(Ben_Reilly)_(Earth-616)","Secret Identity","Good Characters","Hazel Eyes","Blond Hair","Male Characters",NA,"Deceased Characters",263,"1975, October","October",1975,1975-10-01
"150","Marvel",1971,"Warlock (Technarch) (Earth-616)","\/Warlock_(Technarch)_(Earth-616)","Secret Identity","Good Characters","Black Eyes","No Hair","Male Characters",NA,"Living Characters",261,"1984, August","August",1984,1984-08-01
"151","Marvel",1903,"Kevin Plunder (Earth-616)","\/Kevin_Plunder_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",260,"1965, March","March",1965,1965-03-01
"152","Marvel",1445,"Leonard Samson (Earth-616)","\/Leonard_Samson_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Green Hair","Male Characters",NA,"Deceased Characters",260,"1971, July","July",1971,1971-07-01
"153","Marvel",2582,"Melissa Gold (Earth-616)","\/Melissa_Gold_(Earth-616)","Secret Identity","Good Characters","Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",260,"1979, August","August",1979,1979-08-01
"154","Marvel",2037,"Lockheed (Earth-616)","\/Lockheed_(Earth-616)","Secret Identity","Good Characters",NA,"No Hair","Male Characters",NA,"Living Characters",260,"1983, February","February",1983,1983-02-01
"155","Marvel",1935,"Mercedes Knight (Earth-616)","\/Mercedes_Knight_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",259,"1972, March","March",1972,1972-03-01
"156","Marvel",2060,"Moira Kinross (Earth-616)","\/Moira_Kinross_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Female Characters",NA,"Deceased Characters",259,"1975, December","December",1975,1975-12-01
"157","Marvel",1915,"Karnak (Earth-616)","\/Karnak_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Male Characters",NA,"Deceased Characters",257,"1965, December","December",1965,1965-12-01
"158","Marvel",2204,"Namorita Prentiss (Earth-616)","\/Namorita_Prentiss_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Deceased Characters",257,"1972, June","June",1972,1972-06-01
"159","Marvel",2038,"Lockjaw (Earth-616)","\/Lockjaw_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Living Characters",255,"1965, December","December",1965,1965-12-01
"160","Marvel",1029,"Adam Warlock (Earth-616)","\/Adam_Warlock_(Earth-616)","No Dual Identity","Good Characters","White Eyes","Gold Hair","Male Characters",NA,"Living Characters",252,"1967, September","September",1967,1967-09-01
"161","Marvel",2407,"Heather McNeil (Earth-616)","\/Heather_McNeil_(Earth-616)","Public Identity",NA,"Green Eyes","Red Hair","Female Characters",NA,"Living Characters",252,"1980, November","November",1980,1980-11-01
"162","Marvel",2034,"Curtis Connors (Earth-616)","\/Curtis_Connors_(Earth-616)","Public Identity",NA,"Red Eyes","No Hair","Male Characters",NA,"Living Characters",250,"1963, November","November",1963,1963-11-01
"163","Marvel",2097,"Theodore Sallis (Earth-616)","\/Theodore_Sallis_(Earth-616)","Secret Identity","Good Characters","Red Eyes","No Hair","Male Characters",NA,"Living Characters",249,"1971, May","May",1971,1971-05-01
"164","Marvel",2421,"Adrian Toomes (Earth-616)","\/Adrian_Toomes_(Earth-616)","Public Identity","Bad Characters","Hazel Eyes","Bald","Male Characters",NA,"Living Characters",248,"1963, May","May",1963,1963-05-01
"165","Marvel",1514,"Amora (Earth-616)","\/Amora_(Earth-616)","Public Identity","Bad Characters","Green Eyes","Blond Hair","Female Characters",NA,"Living Characters",247,"1964, April","April",1964,1964-04-01
"166","Marvel",1335,"Clea (Earth-616)","\/Clea_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","White Hair","Female Characters",NA,"Living Characters",247,"1964, November","November",1964,1964-11-01
"167","Marvel",1289,"Mar-Vell (Earth-616)","\/Mar-Vell_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Male Characters",NA,"Deceased Characters",245,"1967, December","December",1967,1967-12-01
"168","Marvel",2309,"Eugene Judd (Earth-616)","\/Eugene_Judd_(Earth-616)","Public Identity","Good Characters","Brown Eyes","Bald","Male Characters",NA,"Living Characters",245,"1983, August","August",1983,1983-08-01
"169","Marvel",1813,"Daimon Hellstrom (Earth-616)","\/Daimon_Hellstrom_(Earth-616)","No Dual Identity",NA,"Red Eyes","Red Hair","Male Characters",NA,"Living Characters",242,"1973, September","September",1973,1973-09-01
"170","Marvel",76396,"John Jonah Jameson III (Earth-616)","\/John_Jonah_Jameson_III_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Auburn Hair","Male Characters",NA,"Living Characters",240,"1963, March","March",1963,1963-03-01
"171","Marvel",2497,"Triton (Earth-616)","\/Triton_(Earth-616)","No Dual Identity","Good Characters","Green Eyes","No Hair","Male Characters",NA,"Living Characters",240,"1965, December","December",1965,1965-12-01
"172","Marvel",2138,"Meggan Puceanu (Earth-616)","\/Meggan_Puceanu_(Earth-616)","Secret Identity","Good Characters",NA,NA,"Female Characters",NA,"Living Characters",240,"1983, December","December",1983,1983-12-01
"173","Marvel",6517,"Robert Reynolds (Earth-616)","\/Robert_Reynolds_(Earth-616)","Secret Identity",NA,"Blue Eyes","Blond Hair","Male Characters",NA,"Living Characters",240,"2000, September","September",2000,2000-09-01
"174","Marvel",2351,"Aleksei Sytsevich (Earth-616)","\/Aleksei_Sytsevich_(Earth-616)","Secret Identity","Bad Characters","Brown Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",239,"1966, October","October",1966,1966-10-01
"175","Marvel",15903,"Santo Vaccarro (Earth-616)","\/Santo_Vaccarro_(Earth-616)","Secret Identity","Good Characters","White Eyes","No Hair","Male Characters",NA,"Living Characters",238,"2003, September","September",2003,2003-09-01
"176","Marvel",2335,"Jonathan Clay (Earth-616)","\/Jonathan_Clay_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Red Hair","Male Characters","Homosexual Characters","Living Characters",237,"1960, August","August",1960,1960-08-01
"177","Marvel",1095,"Ares (Earth-616)","\/Ares_(Earth-616)","Secret Identity",NA,"Brown Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",236,"1949, April","April",1949,1949-04-01
"178","Marvel",2523,"Sersi (Earth-616)","\/Sersi_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Black Hair","Female Characters",NA,"Living Characters",236,"1976, September","September",1976,1976-09-01
"179","Marvel",2617,"Guido Carosella (Earth-616)","\/Guido_Carosella_(Earth-616)","Secret Identity",NA,"Brown Eyes","Bald","Male Characters",NA,"Living Characters",236,"1985, July","July",1985,1985-07-01
"180","Marvel",1533,"Zabu (Earth-616)","\/Zabu_(Earth-616)","Public Identity","Good Characters","Green Eyes","Orange Hair","Male Characters",NA,"Living Characters",234,"1965, March","March",1965,1965-03-01
"181","Marvel",2186,"Michael Morbius (Earth-616)","\/Michael_Morbius_(Earth-616)","Secret Identity",NA,"Red Eyes","Black Hair","Male Characters",NA,"Living Characters",231,"1971, October","October",1971,1971-10-01
"182","Marvel",2353,"Julio Richter (Earth-616)","\/Julio_Richter_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Brown Hair","Male Characters","Homosexual Characters","Living Characters",231,"1987, June","June",1987,1987-06-01
"183","Marvel",15511,"Phoenix Force (Earth-616)","\/Phoenix_Force_(Earth-616)","Secret Identity",NA,NA,"No Hair",NA,NA,"Deceased Characters",229,"1976, October","October",1976,1976-10-01
"184","Marvel",15907,"Megan Gwynn (Earth-616)","\/Megan_Gwynn_(Earth-616)","Public Identity","Good Characters","Black Eyeballs","Pink Hair","Female Characters",NA,"Living Characters",229,"2004, November","November",2004,2004-11-01
"185","Marvel",2724,"Kyle Richmond (Earth-616)","\/Kyle_Richmond_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Auburn Hair","Male Characters",NA,"Living Characters",227,"1969, October","October",1969,1969-10-01
"186","Marvel",1911,"Karen Page (Earth-616)","\/Karen_Page_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Deceased Characters",226,"1964, April","April",1964,1964-04-01
"187","Marvel",1336,"Tyrone Johnson (Earth-616)","\/Tyrone_Johnson_(Earth-616)","Secret Identity","Good Characters","Brown Eyes","Black Hair","Male Characters",NA,"Living Characters",226,"1982, March","March",1982,1982-03-01
"188","Marvel",1503,"Maxwell Dillon (Earth-616)","\/Maxwell_Dillon_(Earth-616)","Public Identity","Bad Characters","Blue Eyes","Auburn Hair","Male Characters",NA,"Living Characters",225,"1964, February","February",1964,1964-02-01
"189","Marvel",1356,"Valerie Cooper (Earth-616)","\/Valerie_Cooper_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",225,"1983, December","December",1983,1983-12-01
"190","Marvel",8844,"Anna May (Earth-616)","\/Anna_May_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","White Hair","Female Characters",NA,"Living Characters",224,"1964, August","August",1964,1964-08-01
"191","Marvel",1471,"Vlad Dracula (Earth-616)","\/Vlad_Dracula_(Earth-616)","No Dual Identity","Bad Characters","Red Eyes","White Hair","Male Characters",NA,"Living Characters",223,"1951, March","March",1951,1951-03-01
"192","Marvel",1389,"Tandy Bowen (Earth-616)","\/Tandy_Bowen_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",222,"1982, March","March",1982,1982-03-01
"193","Marvel",2054,"Monet St. Croix (Earth-616)","\/Monet_St._Croix_(Earth-616)","No Dual Identity","Good Characters","Brown Eyes","Black Hair","Female Characters",NA,"Living Characters",221,"1994, November","November",1994,1994-11-01
"194","Marvel",1684,"Gamora (Earth-616)","\/Gamora_(Earth-616)","No Dual Identity",NA,"Yellow Eyes","Black Hair","Female Characters",NA,"Living Characters",218,"1975, June","June",1975,1975-06-01
"195","Marvel",10174,"Amara Aquilla (Earth-616)","\/Amara_Aquilla_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",217,"1983, October","October",1983,1983-10-01
"196","Marvel",2590,"Julia Carpenter (Earth-616)","\/Julia_Carpenter_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Strawberry Blond Hair","Female Characters",NA,"Living Characters",212,"1984, October","October",1984,1984-10-01
"197","Marvel",1654,"Jane Foster (Earth-616)","\/Jane_Foster_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Female Characters",NA,"Living Characters",211,"1962, September","September",1962,1962-09-01
"198","Marvel",2482,"Mortimer Toynbee (Earth-616)","\/Mortimer_Toynbee_(Earth-616)","Secret Identity",NA,"Black Eyes","Brown Hair","Male Characters",NA,"Living Characters",210,"1964, March","March",1964,1964-03-01
"199","Marvel",1080,"Scott Lang (Earth-616)","\/Scott_Lang_(Earth-616)","Public Identity","Good Characters","Blue Eyes","Strawberry Blond Hair","Male Characters",NA,"Living Characters",209,"1979, March","March",1979,1979-03-01
"200","Marvel",1840,"Paige Guthrie (Earth-616)","\/Paige_Guthrie_(Earth-616)","Secret Identity","Good Characters","Blue Eyes","Blond Hair","Female Characters",NA,"Living Characters",207,"1984, November","November",1984,1984-11-01
"201","Marvel",8648,"Benjamin Parker (Earth-616)","\/Benjamin_Parker_(Earth-616)","No Dual Identity","Good Characters","Blue Eyes","Brown Hair","Male Characters",NA,"Deceased Characters",205,"1962, August","August",1962,1962-08-01
